20
36 311
17 91 6
17 96 647
97 17 149
19 18 99
20 18 280
22 18 752
24 18 149
26 18 202
18 27 208
18 29 2
30 18 577
31 18 638
18 32 9
34 18 687
36 18 319
18 40 835
18 42 134
43 18 4
45 18 753
47 18 729
18 48 242
18 50 820
18 52 798
18 53 652
55 18 605
18 56 379
57 18 809
18 58 11
18 61 446
67 18 956
68 18 353
69 18 833
70 18 131
18 71 596
18 72 688
73 18 711
74 18 634
18 77 421
78 18 340
18 80 463
18 84 156
18 85 955
18 86 8
18 90 971
91 18 77
92 18 770
93 18 796
94 18 636
95 18 702
18 96 462
97 18 465
19 24 643
19 26 707
27 19 881
19 28 542
19 30 540
31 19 613
34 19 377
35 19 390
19 37 917
38 19 744
19 40 751
19 41 735
42 19 564
19 43 270
19 45 626
19 46 541
48 19 191
51 19 963
19 52 818
53 19 581
19 54 849
55 19 143
56 19 509
19 57 578
19 59 83
61 19 79
19 62 437
19 63 971
19 65 1
19 67 356
68 19 256
72 19 475
19 74 385
19 77 626
19 78 526
80 19 40
82 19 728
19 83 779
85 19 663
19 87 837
19 88 532
90 19 737
19 91 115
93 19 872
94 19 931
19 96 431
21 20 576
23 20 236
20 24 323
28 20 785
29 20 519
30 20 144
20 32 575
20 33 504
34 20 135
39 20 70
43 20 393
45 20 399
46 20 57
20 47 981
20 48 706
51 20 296
56 20 954
20 57 432
20 59 931
20 60 480
62 20 524
63 20 524
65 20 392
20 66 399
20 67 901
68 20 126
20 71 160
20 72 537
73 20 678
75 20 19
76 20 206
77 20 239
78 20 510
20 81 846
20 83 507
84 20 310
85 20 949
86 20 453
87 20 474
20 89 263
90 20 689
92 20 956
20 93 626
20 94 110
20 95 916
20 97 577
23 21 447
21 28 107
30 21 276
21 32 134
34 21 874
21 35 132
37 21 722
39 21 75
40 21 20
21 43 921
21 45 139
46 21 921
21 47 487
21 50 870
51 21 386
53 21 888
56 21 742
57 21 469
58 21 268
65 21 361
66 21 528
67 21 593
69 21 683
21 70 245
71 21 760
73 21 988
21 74 644
75 21 788
21 77 432
21 78 826
79 21 920
80 21 591
81 21 769
21 84 988
21 86 255
87 21 231
89 21 956
91 21 598
93 21 888
21 94 155
95 21 21
96 21 105
97 21 42
22 23 967
22 24 819
22 25 314
27 22 567
29 22 503
22 31 274
32 22 513
22 34 147
22 36 624
22 38 784
42 22 75
22 43 377
44 22 943
22 45 731
22 47 936
22 48 622
50 22 271
51 22 305
52 22 621
22 54 589
55 22 312
56 22 599
59 22 755
60 22 377
22 61 290
22 63 235
65 22 743
22 66 638
22 67 614
68 22 418
70 22 400
22 71 657
22 73 390
22 77 611
78 22 596
22 80 699
82 22 577
22 83 154
22 84 147
22 85 522
86 22 856
22 87 829
88 22 578
22 89 608
22 90 819
91 22 138
92 22 442
93 22 97
94 22 956
95 22 360
22 96 110
24 23 593
25 23 802
23 26 481
23 27 377
23 28 444
30 23 424
31 23 455
23 33 813
35 23 437
36 23 380
37 23 83
23 38 333
23 41 880
23 42 472
23 43 935
45 23 292
23 48 880
23 49 132
23 50 654
23 51 228
52 23 153
23 53 434
54 23 831
23 55 8
23 56 30
57 23 761
58 23 278
23 59 530
23 62 157
63 23 315
23 66 858
23 68 830
23 69 686
72 23 351
23 74 344
76 23 436
23 77 408
78 23 968
81 23 974
82 23 210
84 23 204
85 23 299
86 23 577
89 23 584
90 23 527
91 23 805
92 23 480
94 23 899
97 23 52
24 25 882
27 24 590
24 29 299
30 24 417
31 24 47
24 33 36
24 34 724
24 35 989
39 24 42
24 42 133
24 43 536
24 46 808
47 24 901
52 24 449
53 24 468
24 54 539
55 24 558
24 56 498
24 59 366
60 24 603
63 24 570
24 64 2
65 24 646
67 24 403
68 24 605
71 24 3
73 24 450
24 75 263
76 24 435
24 78 549
79 24 992
24 80 82
24 81 851
82 24 235
24 85 984
86 24 840
87 24 70
24 88 150
24 90 863
24 92 908
94 24 549
24 95 769
24 97 181
26 25 140
27 25 416
28 25 859
29 25 255
30 25 904
25 31 408
25 33 105
34 25 751
36 25 983
37 25 262
25 38 130
25 39 519
40 25 418
25 41 609
25 43 385
25 48 610
49 25 367
50 25 724
51 25 830
52 25 299
25 54 911
55 25 749
25 56 940
25 57 59
25 58 568
25 61 728
64 25 420
65 25 783
66 25 828
67 25 90
25 68 401
69 25 104
70 25 624
25 72 182
75 25 971
79 25 650
83 25 454
84 25 35
25 86 708
25 87 557
90 25 347
91 25 460
25 93 334
25 94 79
96 25 250
25 97 775
26 27 899
26 29 592
26 30 271
31 26 951
32 26 395
33 26 396
35 26 637
37 26 834
39 26 441
42 26 917
44 26 824
46 26 859
47 26 783
50 26 622
26 53 708
54 26 785
56 26 93
57 26 257
58 26 884
26 59 366
62 26 46
26 66 650
67 26 708
68 26 657
26 69 4
70 26 834
26 71 416
75 26 965
26 76 974
26 77 189
26 78 746
26 79 184
26 83 33
26 85 76
26 86 255
91 26 708
26 92 700
94 26 780
96 26 203
26 97 585
28 27 859
27 29 564
27 30 521
27 31 457
27 32 253
27 33 739
36 27 588
27 38 675
39 27 62
27 40 280
27 41 393
27 42 593
43 27 966
27 45 409
27 46 338
27 47 642
27 48 535
49 27 317
27 50 756
51 27 424
52 27 259
53 27 97
27 56 906
57 27 66
58 27 428
59 27 358
27 62 752
27 63 44
27 64 50
65 27 257
66 27 241
67 27 26
27 69 929
71 27 627
72 27 417
74 27 361
75 27 1000
76 27 807
27 77 892
79 27 879
27 80 907
27 81 126
27 82 5
83 27 493
27 84 994
85 27 230
27 86 328
27 87 508
27 88 231
27 89 54
90 27 553
93 27 637
27 95 548
29 28 436
28 30 882
32 28 735
34 28 875
36 28 119
38 28 41
39 28 550
28 40 132
28 41 325
28 42 695
46 28 334
28 47 3
28 49 415
54 28 658
55 28 796
56 28 807
28 58 112
59 28 196
28 61 205
62 28 308
28 63 666
66 28 194
69 28 692
28 71 474
28 72 265
28 78 118
79 28 857
81 28 867
84 28 781
28 85 910
86 28 21
28 88 49
89 28 452
90 28 139
28 91 423
28 92 14
28 93 886
94 28 786
28 95 274
96 28 18
28 97 560
29 30 894
29 32 836
29 35 585
29 37 17
29 39 236
40 29 368
29 41 842
42 29 864
29 44 925
45 29 773
46 29 865
48 29 156
29 51 816
29 52 357
29 53 670
54 29 282
60 29 461
29 62 672
63 29 908
69 29 779
29 70 243
29 71 838
29 72 123
73 29 779
74 29 291
29 75 208
29 76 102
77 29 107
29 80 35
82 29 576
84 29 397
29 86 456
87 29 549
29 89 940
29 90 260
29 92 978
93 29 293
29 96 303
97 29 122
30 31 886
33 30 654
36 30 624
30 37 27
39 30 932
40 30 877
30 42 41
43 30 231
47 30 434
48 30 28
30 49 89
30 50 129
30 51 551
52 30 657
53 30 42
54 30 976
57 30 897
30 58 876
30 59 788
30 60 545
30 61 311
30 62 221
64 30 968
30 65 340
30 66 823
30 67 524
68 30 206
30 71 298
30 72 689
30 74 591
30 75 208
30 78 582
80 30 82
81 30 39
82 30 645
30 83 625
30 84 715
30 85 699
30 86 982
88 30 652
89 30 256
30 90 339
93 30 324
94 30 457
30 95 145
97 30 567
31 36 896
31 37 202
31 39 204
40 31 974
42 31 242
43 31 601
44 31 409
31 45 623
47 31 347
48 31 767
31 51 388
31 52 763
31 53 579
31 54 53
31 57 159
60 31 273
62 31 539
64 31 470
31 66 45
31 67 657
68 31 108
31 69 875
70 31 144
71 31 521
73 31 966
31 74 813
76 31 668
31 80 299
83 31 514
85 31 439
87 31 762
88 31 77
90 31 49
91 31 544
92 31 182
31 94 583
95 31 570
97 31 678
32 33 465
37 32 905
38 32 688
39 32 518
32 41 263
42 32 131
32 43 82
32 44 261
46 32 10
32 47 99
49 32 673
32 50 722
32 51 446
32 52 930
53 32 669
56 32 841
57 32 939
32 58 199
32 60 465
32 63 442
64 32 670
32 65 427
68 32 642
32 70 768
32 73 752
32 74 371
79 32 836
32 80 595
32 81 462
83 32 89
85 32 317
87 32 30
89 32 391
90 32 347
91 32 655
32 92 513
32 93 409
96 32 803
32 97 427
33 34 272
33 35 788
36 33 445
37 33 65
38 33 123
39 33 109
33 40 436
33 41 601
42 33 740
33 43 204
44 33 974
45 33 261
33 46 956
33 47 719
48 33 859
33 49 76
50 33 222
33 54 781
33 55 785
57 33 369
33 58 329
59 33 292
33 60 491
33 61 713
33 63 299
33 64 252
66 33 150
68 33 225
69 33 593
33 70 401
71 33 643
33 74 406
76 33 592
77 33 116
33 78 72
33 79 91
33 82 71
33 83 706
85 33 830
87 33 791
33 89 403
91 33 428
93 33 932
33 94 828
95 33 82
35 34 46
36 34 419
34 37 568
34 39 496
40 34 969
42 34 736
43 34 216
34 51 572
52 34 304
53 34 406
34 54 840
34 55 276
34 56 190
59 34 593
62 34 61
34 63 677
64 34 967
34 66 363
34 67 428
34 68 572
34 69 770
34 70 891
34 72 439
34 74 120
34 75 62
76 34 921
34 80 279
82 34 278
83 34 482
84 34 83
34 85 484
34 87 700
34 88 571
89 34 708
34 90 719
91 34 366
34 92 746
34 96 95
97 34 793
35 36 68
37 35 979
35 39 64
40 35 162
42 35 833
35 43 271
45 35 572
46 35 139
48 35 837
50 35 219
35 53 60
55 35 819
56 35 716
35 57 375
59 35 126
35 60 486
61 35 902
62 35 848
35 63 436
65 35 953
66 35 965
67 35 86
68 35 747
69 35 168
71 35 842
72 35 831
35 74 780
35 76 280
77 35 528
35 78 930
35 79 511
35 81 133
35 85 407
35 86 716
35 87 851
88 35 757
91 35 762
35 93 175
35 96 671
35 97 123
37 36 530
39 36 350
40 36 677
41 36 757
36 42 609
36 43 706
36 45 457
36 49 455
36 50 967
52 36 888
53 36 879
55 36 86
36 57 913
36 58 345
60 36 162
36 61 197
36 62 853
36 64 976
36 65 541
36 67 619
68 36 295
70 36 256
71 36 854
36 72 883
73 36 567
36 77 995
78 36 766
79 36 91
82 36 936
36 84 428
90 36 19
36 91 758
92 36 291
93 36 470
36 94 78
96 36 802
36 97 754
37 38 155
37 42 341
37 45 954
46 37 485
47 37 622
49 37 210
50 37 565
51 37 185
53 37 745
37 54 954
55 37 277
37 56 996
57 37 544
58 37 743
37 59 953
37 61 58
62 37 4
63 37 542
37 67 611
37 69 371
70 37 681
37 71 657
37 73 243
37 75 378
76 37 944
77 37 663
79 37 170
80 37 344
81 37 773
82 37 207
37 84 360
88 37 271
37 90 962
91 37 225
37 93 439
37 94 471
95 37 107
37 97 237
39 38 198
38 43 765
38 44 160
38 47 826
38 49 959
50 38 383
38 52 454
55 38 824
38 56 184
57 38 129
59 38 678
60 38 910
61 38 198
62 38 331
65 38 557
38 66 293
38 67 677
38 70 728
73 38 554
38 74 803
38 75 105
76 38 225
38 77 139
78 38 161
38 79 761
38 89 896
90 38 56
91 38 565
38 92 287
38 93 94
38 94 782
40 39 385
43 39 337
44 39 717
39 48 309
39 50 402
52 39 715
39 53 814
55 39 707
56 39 538
39 61 298
64 39 204
65 39 327
39 70 142
71 39 210
39 72 503
73 39 487
74 39 289
39 76 474
39 77 11
78 39 634
39 81 183
39 82 227
39 83 158
86 39 758
87 39 419
89 39 412
39 90 982
39 91 444
39 92 274
39 94 953
40 42 136
43 40 703
40 45 461
40 48 791
49 40 258
51 40 297
53 40 154
40 54 329
40 55 634
56 40 453
40 57 20
59 40 894
60 40 60
63 40 150
40 65 575
40 66 65
40 67 632
40 71 951
73 40 877
75 40 864
77 40 634
40 78 785
82 40 772
83 40 278
84 40 680
85 40 976
87 40 541
40 89 641
90 40 31
40 91 982
95 40 878
96 40 45
42 41 999
43 41 542
44 41 425
45 41 679
48 41 450
51 41 610
52 41 939
53 41 274
55 41 338
56 41 766
41 59 326
60 41 725
62 41 624
63 41 731
41 65 928
67 41 27
41 69 77
41 70 581
71 41 441
74 41 161
75 41 853
41 76 381
41 78 81
79 41 388
81 41 478
41 82 288
84 41 7
41 85 857
86 41 629
41 90 982
91 41 219
93 41 787
94 41 234
95 41 660
97 41 550
42 43 809
44 42 280
45 42 122
42 47 996
48 42 101
49 42 574
51 42 261
42 52 361
42 54 390
42 56 208
60 42 39
42 61 233
62 42 510
42 64 278
65 42 394
42 66 982
42 71 829
42 72 308
73 42 488
42 75 774
76 42 68
77 42 392
42 79 502
42 80 914
82 42 619
84 42 48
85 42 301
87 42 360
42 88 20
42 89 9
42 90 192
93 42 26
94 42 301
95 42 809
42 97 320
45 43 413
43 48 282
43 49 838
52 43 243
53 43 875
54 43 409
43 55 972
56 43 888
43 57 978
43 58 316
43 59 596
43 60 253
43 61 115
43 63 714
43 65 23
43 66 18
67 43 899
43 68 446
43 69 111
70 43 347
72 43 205
73 43 103
43 74 870
43 75 713
79 43 910
80 43 502
43 82 573
84 43 498
43 89 431
91 43 428
43 92 255
43 94 541
95 43 431
46 44 369
47 44 11
44 49 863
51 44 543
53 44 150
56 44 229
44 58 712
61 44 196
44 62 860
63 44 773
44 64 638
69 44 72
44 71 514
44 72 639
44 73 801
44 76 889
44 78 267
79 44 938
44 80 166
44 83 744
84 44 869
44 85 601
88 44 613
89 44 859
90 44 308
44 91 861
44 92 714
44 93 420
95 44 613
96 44 680
45 46 271
45 47 905
48 45 299
49 45 356
51 45 656
45 54 882
45 55 61
45 58 906
45 59 862
45 63 373
45 64 174
65 45 635
66 45 718
67 45 5
69 45 308
70 45 947
75 45 215
76 45 23
77 45 194
45 80 561
45 81 455
83 45 476
87 45 862
88 45 360
45 89 6
45 90 889
45 91 427
92 45 657
93 45 433
97 45 570
48 46 592
46 49 70
46 50 384
46 52 307
46 55 391
56 46 985
46 57 9
46 58 29
46 59 815
46 62 547
46 64 539
65 46 311
68 46 674
69 46 389
70 46 203
71 46 611
73 46 96
76 46 51
78 46 323
46 80 965
46 81 971
46 82 820
83 46 22
85 46 263
86 46 105
46 87 115
46 90 53
46 92 992
93 46 932
94 46 361
95 46 94
96 46 72
48 47 557
49 47 721
47 51 599
47 52 493
47 53 117
56 47 394
57 47 455
47 59 41
47 60 859
61 47 313
47 62 326
47 64 962
65 47 393
47 66 932
67 47 727
47 68 809
71 47 655
72 47 744
73 47 37
74 47 763
47 75 958
76 47 867
47 77 828
78 47 283
80 47 542
81 47 987
47 82 995
47 86 542
87 47 584
89 47 526
47 90 753
93 47 966
47 94 245
95 47 615
48 51 789
52 48 935
48 53 29
54 48 232
55 48 916
58 48 53
59 48 329
48 60 282
48 61 655
48 66 660
48 68 746
48 69 935
48 70 306
71 48 63
48 72 751
48 73 432
74 48 190
48 75 850
76 48 203
78 48 311
48 79 751
82 48 167
84 48 733
48 87 479
48 91 223
48 92 301
93 48 222
96 48 783
97 48 82
49 50 676
51 49 311
53 49 586
49 54 672
59 49 26
49 62 64
49 63 994
65 49 927
69 49 353
71 49 977
72 49 616
49 74 878
49 75 359
76 49 533
77 49 526
49 78 34
49 81 525
49 82 930
49 85 605
49 86 157
87 49 737
88 49 299
89 49 303
91 49 753
93 49 92
95 49 854
96 49 175
97 49 282
50 52 180
50 55 71
56 50 684
59 50 906
50 61 546
50 63 795
65 50 81
50 66 122
50 67 701
50 72 541
50 73 328
74 50 872
75 50 78
78 50 636
50 79 626
50 82 427
50 83 90
84 50 403
50 85 913
50 86 697
87 50 660
89 50 424
90 50 671
91 50 770
93 50 856
96 50 293
50 97 451
52 51 410
51 54 920
51 55 698
51 56 579
57 51 26
51 58 403
59 51 737
60 51 397
51 62 664
63 51 233
66 51 817
67 51 165
68 51 858
69 51 584
51 71 932
51 72 194
74 51 287
51 76 515
77 51 593
78 51 473
51 79 119
51 81 109
51 82 154
51 83 688
51 85 390
86 51 82
88 51 311
51 89 652
90 51 173
51 91 255
51 92 778
51 93 908
51 95 448
97 51 365
52 53 208
54 52 812
52 57 1
52 58 650
52 60 678
61 52 938
52 64 180
52 66 544
70 52 418
52 71 820
73 52 753
52 74 916
52 75 22
52 76 9
52 78 93
52 79 800
81 52 680
52 82 699
83 52 457
84 52 449
52 85 204
86 52 596
52 88 129
52 89 329
91 52 57
92 52 190
93 52 430
52 94 599
52 97 32
54 53 513
55 53 445
53 58 522
53 59 945
60 53 840
61 53 62
53 65 146
53 66 269
68 53 476
69 53 358
53 70 671
71 53 253
72 53 880
53 74 293
53 75 784
53 76 281
77 53 500
78 53 57
79 53 221
80 53 650
83 53 2
84 53 721
53 87 829
53 88 585
89 53 228
91 53 779
92 53 481
53 94 741
53 95 308
53 96 454
53 97 935
54 57 185
54 59 186
60 54 664
61 54 336
62 54 315
65 54 553
67 54 521
68 54 802
69 54 967
54 70 794
54 73 791
74 54 423
75 54 826
54 77 24
79 54 816
54 80 428
81 54 31
54 82 315
54 83 331
85 54 450
86 54 869
87 54 925
88 54 879
54 89 817
54 90 943
91 54 24
54 95 354
57 55 304
55 58 59
60 55 646
63 55 540
66 55 159
55 69 748
55 70 767
55 71 145
55 72 901
73 55 880
74 55 151
55 75 467
76 55 610
55 79 146
55 80 61
55 81 149
55 82 222
84 55 561
85 55 621
87 55 577
88 55 704
89 55 439
55 91 950
92 55 451
93 55 472
94 55 323
55 95 629
55 97 748
56 57 597
56 58 848
56 59 880
56 60 952
56 61 416
56 63 628
56 64 228
56 65 368
67 56 87
56 69 849
71 56 176
73 56 385
74 56 931
56 75 583
77 56 288
56 78 443
79 56 714
83 56 496
56 84 291
56 85 259
87 56 646
56 88 195
89 56 581
56 94 913
57 58 316
59 57 594
57 61 286
63 57 338
57 64 726
57 66 147
57 67 425
57 68 63
69 57 274
57 70 179
57 71 237
57 75 356
57 76 816
77 57 142
78 57 927
82 57 235
87 57 616
88 57 233
57 90 486
57 91 727
57 92 521
94 57 448
57 95 934
57 96 841
57 97 875
58 59 392
58 60 422
58 61 790
58 62 350
63 58 919
64 58 274
66 58 78
58 70 657
58 72 198
73 58 818
74 58 759
58 77 965
58 80 558
58 82 8
83 58 872
58 85 31
58 87 272
89 58 686
91 58 663
58 92 121
93 58 683
94 58 534
95 58 52
96 58 329
58 97 562
60 59 152
61 59 131
62 59 384
63 59 188
59 64 440
65 59 669
59 66 468
59 69 826
59 71 469
59 72 568
59 73 679
59 74 469
75 59 147
59 76 946
59 79 198
59 80 805
81 59 194
82 59 866
59 83 859
84 59 459
85 59 389
86 59 376
87 59 668
59 88 240
59 89 971
59 91 888
59 92 561
59 94 715
59 95 689
59 97 115
64 60 586
65 60 814
60 67 478
60 68 941
70 60 614
60 72 594
60 73 310
75 60 320
76 60 789
60 79 871
60 80 832
81 60 263
60 85 520
86 60 501
88 60 33
90 60 700
60 93 27
94 60 118
62 61 142
63 61 196
61 67 162
61 69 298
70 61 29
71 61 925
72 61 673
73 61 417
61 74 685
75 61 895
77 61 522
61 84 316
85 61 649
88 61 104
89 61 971
61 90 885
61 92 153
93 61 886
94 61 925
61 95 842
96 61 665
61 97 569
64 62 679
65 62 750
62 69 64
70 62 702
62 71 985
75 62 56
62 76 378
62 79 749
62 80 385
83 62 458
62 84 311
62 85 899
62 86 545
62 87 211
88 62 706
62 89 953
62 90 846
62 91 917
92 62 802
93 62 932
62 95 3
62 96 720
62 97 589
65 63 315
66 63 381
63 67 285
63 69 248
63 70 308
71 63 644
63 72 492
74 63 472
76 63 40
77 63 432
78 63 839
63 79 332
80 63 322
63 81 962
82 63 253
84 63 16
87 63 43
88 63 358
90 63 759
63 94 428
63 96 745
64 65 296
66 64 950
67 64 347
64 68 44
64 71 908
72 64 75
73 64 148
64 74 399
64 75 620
76 64 238
77 64 996
64 78 661
79 64 630
64 80 144
64 81 451
64 83 401
84 64 252
64 87 721
64 89 83
90 64 741
64 92 426
64 93 594
94 64 884
64 95 180
65 67 27
68 65 900
65 69 162
65 70 456
65 72 724
65 73 343
76 65 909
65 77 421
65 78 784
79 65 116
81 65 264
65 82 396
65 83 658
65 84 772
87 65 467
65 88 9
65 90 374
91 65 334
65 92 513
65 93 205
65 96 617
97 65 205
66 68 66
70 66 277
66 72 75
66 74 319
75 66 770
66 78 833
80 66 420
66 81 392
82 66 424
66 83 717
66 84 605
85 66 117
86 66 880
66 88 476
92 66 35
93 66 681
66 94 482
95 66 696
66 96 63
97 66 460
67 68 617
69 67 595
70 67 49
67 71 575
67 72 349
67 77 161
78 67 880
79 67 857
81 67 929
67 83 859
67 84 387
67 85 132
86 67 549
67 90 662
91 67 595
67 94 1
67 95 885
67 96 322
68 72 559
68 74 920
68 75 201
77 68 988
68 78 271
68 81 177
82 68 155
83 68 205
68 84 297
68 86 558
88 68 28
89 68 720
90 68 503
68 91 350
93 68 487
97 68 840
70 69 415
69 71 132
69 72 772
76 69 103
69 77 370
69 80 269
69 81 886
82 69 152
83 69 606
69 84 902
69 85 973
86 69 134
69 88 372
69 89 788
69 90 165
69 93 835
95 69 65
71 70 554
74 70 150
70 78 434
79 70 449
80 70 503
81 70 50
82 70 133
70 83 368
84 70 444
85 70 810
70 87 263
90 70 928
70 91 2
93 70 497
70 96 715
70 97 942
71 75 475
77 71 327
78 71 700
79 71 228
71 81 884
71 82 639
83 71 531
71 87 88
71 88 642
71 89 257
71 90 420
92 71 884
71 94 857
71 95 193
96 71 913
73 72 388
75 72 518
77 72 55
78 72 877
79 72 180
72 80 831
81 72 13
83 72 594
86 72 719
87 72 125
88 72 940
93 72 245
94 72 704
72 96 321
97 72 495
73 75 420
76 73 965
73 78 20
73 79 222
73 81 967
73 82 455
83 73 934
87 73 596
73 88 292
73 92 964
73 93 400
73 95 241
96 73 864
97 73 229
76 74 537
77 74 10
78 74 181
74 80 984
82 74 421
74 84 548
74 85 991
74 86 190
87 74 353
88 74 644
74 89 615
74 91 206
74 92 841
74 93 682
94 74 200
95 74 353
74 96 290
75 76 641
75 84 4
85 75 436
87 75 568
88 75 585
89 75 1000
75 90 434
91 75 729
75 92 14
93 75 579
95 75 47
96 75 768
97 75 846
76 77 427
78 76 117
81 76 3
76 82 430
76 83 416
85 76 763
86 76 718
87 76 950
91 76 831
92 76 985
93 76 806
76 94 392
76 95 761
76 97 70
78 77 142
80 77 917
77 83 282
85 77 314
77 86 509
89 77 480
90 77 970
77 94 156
95 77 766
96 77 625
97 77 583
80 78 861
83 78 503
84 78 299
85 78 224
78 86 771
88 78 27
78 89 911
90 78 220
91 78 647
92 78 280
78 93 727
95 78 241
78 96 487
97 78 17
80 79 891
79 82 606
83 79 292
84 79 613
88 79 88
79 89 290
90 79 397
79 92 198
93 79 908
80 81 258
83 80 571
80 86 963
80 87 939
80 88 598
80 90 612
91 80 414
93 80 165
80 94 812
81 83 656
81 84 335
81 86 709
81 87 372
88 81 646
81 89 303
90 81 588
97 81 435
83 82 760
82 84 78
82 86 252
87 82 433
88 82 299
89 82 310
82 91 925
93 82 602
82 94 384
95 82 278
82 96 948
82 97 72
84 83 661
83 85 864
83 86 999
83 87 48
88 83 565
83 89 554
83 90 330
91 83 625
83 92 836
83 93 929
83 94 717
95 83 936
83 96 52
84 86 921
89 84 651
84 90 318
84 91 338
94 84 342
95 84 485
85 86 184
85 87 554
85 88 959
85 89 973
85 92 382
85 93 191
95 85 670
85 96 452
97 85 29
86 87 220
89 86 457
92 86 36
86 93 62
95 86 254
87 89 76
91 87 222
93 87 420
97 87 47
88 89 500
92 88 813
88 93 865
95 88 548
89 90 341
93 89 105
89 94 354
97 89 664
90 92 878
90 93 382
94 90 511
97 90 431
92 91 808
91 93 523
91 95 660
97 91 508
94 92 562
92 97 779
93 94 98
95 93 307
96 93 856
97 93 254
94 95 942
69
81 12 24 9 10 24 82 72 39 23 75 19 3 77 80 20 82 11 89 79 22 88 33 9 22 85 53 39 43 97 43 89 93 91 85 87 78 6 86 74 20 18 84 78 45 24 46 54 79 38 48 81 62 92 37 12 65 22 45 88 86 43 79 77 37 53 80 79 51
95 1136
1 4 74
1 7 767
18 1 271
1 19 580
1 23 885
27 1 538
1 28 742
30 1 869
1 34 207
36 1 246
41 1 63
47 1 777
49 1 366
53 1 486
55 1 225
1 61 995
1 65 947
1 73 168
1 77 502
1 78 962
1 84 442
87 1 172
88 1 453
3 2 635
7 2 68
2 14 321
2 17 16
2 21 132
23 2 141
26 2 760
2 29 863
2 35 626
2 42 782
47 2 670
2 54 59
57 2 628
64 2 787
2 71 758
75 2 540
2 77 158
78 2 222
2 79 926
2 82 660
2 84 223
92 2 482
2 94 269
95 2 234
10 3 19
3 14 386
3 16 91
3 17 135
18 3 225
19 3 352
20 3 857
21 3 68
23 3 542
3 32 686
40 3 716
3 42 194
45 3 32
50 3 720
3 54 567
57 3 489
3 58 388
3 62 823
3 66 230
3 72 562
3 74 537
3 75 128
81 3 404
3 83 276
3 84 723
3 86 803
3 89 565
3 90 387
95 3 377
6 4 741
4 10 580
13 4 188
17 4 390
20 4 182
22 4 799
4 23 883
26 4 412
4 37 132
4 38 390
41 4 277
43 4 237
4 51 942
56 4 96
4 58 182
4 61 136
63 4 689
4 64 758
4 72 533
79 4 210
81 4 575
4 85 494
4 87 443
94 4 762
5 11 635
14 5 185
23 5 359
27 5 684
5 29 726
40 5 845
41 5 164
5 45 791
47 5 965
49 5 228
51 5 362
52 5 95
5 53 673
61 5 995
64 5 833
5 67 867
68 5 702
73 5 676
79 5 449
86 5 264
5 88 572
92 5 564
6 8 861
16 6 652
36 6 529
6 37 334
39 6 923
40 6 196
6 42 637
48 6 894
6 50 446
6 52 839
60 6 884
6 78 199
82 6 116
6 89 9
93 6 152
10 7 989
7 11 904
13 7 865
14 7 596
16 7 404
17 7 641
7 19 963
7 20 882
29 7 535
30 7 921
31 7 854
7 32 830
36 7 2
43 7 335
7 44 551
46 7 393
7 48 304
52 7 566
7 53 405
58 7 639
60 7 678
7 62 275
66 7 907
72 7 153
75 7 942
7 83 467
7 86 225
7 88 372
7 90 389
7 92 723
10 8 818
13 8 552
8 24 910
27 8 294
8 28 616
34 8 921
35 8 148
8 45 67
8 46 676
47 8 146
8 50 892
53 8 467
56 8 22
8 59 437
8 61 272
8 64 303
70 8 643
82 8 604
8 87 653
8 88 177
8 93 905
9 12 499
9 15 22
17 9 54
21 9 213
9 27 652
9 28 839
32 9 482
9 42 223
9 43 674
9 45 851
47 9 740
48 9 616
56 9 86
57 9 598
9 60 942
71 9 746
79 9 917
9 84 420
85 9 758
86 9 832
9 93 951
10 13 688
10 14 944
10 20 866
10 25 290
10 29 6
10 47 338
51 10 235
10 52 789
10 53 26
10 54 494
10 55 210
10 62 742
67 10 982
79 10 571
80 10 140
10 84 348
90 10 96
10 91 156
10 93 57
28 11 750
30 11 65
39 11 576
42 11 754
11 43 530
47 11 199
58 11 840
59 11 737
69 11 102
11 71 260
11 72 525
11 79 881
82 11 403
84 11 397
11 85 135
11 88 498
11 89 309
93 11 340
94 11 806
95 11 103
12 13 149
12 14 295
12 16 165
12 17 832
19 12 615
12 25 559
12 28 58
30 12 328
12 33 3
35 12 145
36 12 232
48 12 495
51 12 712
54 12 360
12 55 790
12 57 969
12 60 509
12 62 472
12 64 61
12 65 293
12 68 686
83 12 861
87 12 253
12 88 655
12 92 989
13 22 875
26 13 744
13 28 182
13 34 262
13 36 331
13 38 693
13 41 175
13 42 498
13 43 108
47 13 759
13 54 825
13 61 750
13 62 135
63 13 828
67 13 799
13 69 297
13 70 34
13 73 607
74 13 761
13 80 520
13 83 447
13 92 326
94 13 379
15 14 797
16 14 562
18 14 364
20 14 428
14 25 492
14 30 30
33 14 447
35 14 600
37 14 582
14 38 592
14 39 860
14 40 799
44 14 70
14 46 114
14 59 135
63 14 532
64 14 574
71 14 338
14 74 155
82 14 703
14 83 395
84 14 176
14 92 112
26 15 963
15 32 524
35 15 428
15 41 255
15 43 928
44 15 519
46 15 422
15 51 976
53 15 954
15 56 21
62 15 460
68 15 821
15 88 312
15 90 193
15 91 191
93 15 532
19 16 86
16 26 132
30 16 174
31 16 649
16 33 612
16 36 500
39 16 209
40 16 346
16 42 565
51 16 656
16 53 400
54 16 921
16 59 521
63 16 646
16 69 834
